model_rank,independent_rank,adp,market_gap,independent_market_gap,round,player,position,position_rank,adp_position_rank,adp_position_label,decision_position_label,team,bye,injury,tier,signal,projected_points,projected_ppg_17,independent_points,independent_ppg,independent_expected_points,sleeper_projected_points,sleeper_ppg_17,projection_gap,projected_games,confidence,model_source,reason,team_pass_rank,team_rush_rank,team_pass_rate,own_pass_attempts,sleeper_pass_attempts,own_targets,sleeper_targets,own_carries,sleeper_carries,vbd,independent_vbd,games_2025,points_2025,ppg_2025,rank_2025,player_id,rush_attempts,rush_yards,rush_touchdowns,receptions,targets,receiving_yards,receiving_touchdowns,completions,pass_attempts,pass_yards,pass_touchdowns
64,64,132.6,68.6,68.6,12,Hunter Henry,TE,11,17,TE 17,TE 11,NE,11,,Starter,Target,165.2,9.7,171.3,10.08,128.4,154.0,9.06,17.3,12.7,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #27, rush volume #12",27,12,0.551,,,88.0,,0.3,,9.0,9.3,17,178.8,10.5,9,3214,,,,58.0,,655.0,5.0,,,,
87,74,132.8,45.8,58.8,12,Jared Goff,QB,13,16,QB 16,QB 13,DET,6,,Depth,Depth,286.2,16.8,288.0,16.94,259.3,283.0,16.65,5.0,15.3,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #10, rush volume #7",10,7,0.562,584.7,533.0,,,28.8,29.0,0.0,5.2,17,305.1,17.9,8,3163,29.0,53.0,1.0,,,,,362.0,533.0,4104.0,30.0
128,128,137.6,9.6,9.6,12,Deebo Samuel,WR,50,52,WR 52,WR 50,SF,8,,Depth,Depth,159.5,9.4,161.5,9.5,134.6,156.0,9.18,5.5,14.2,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #16, rush volume #9",16,9,0.551,,,86.9,,15.1,17.0,-18.6,-15.5,16,188.2,11.8,25,5872,17.0,89.0,1.0,56.0,,628.0,4.0,,,,
107,97,138.6,31.6,41.6,12,Khalil Shakir,WR,42,53,WR 53,WR 42,BUF,7,Ques,Depth,Depth,171.5,10.1,171.7,10.1,133.4,171.0,10.06,0.7,13.2,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #28, rush volume #3",28,3,0.52,,,93.9,,2.4,2.0,-8.0,-6.5,16,166.4,10.4,36,8134,2.0,10.0,,71.0,,747.0,4.0,,,,
115,104,139.3,24.3,35.3,12,Xavier Worthy,WR,46,54,WR 54,WR 46,KC,5,Ques,Depth,Depth,166.0,9.8,168.2,9.9,128.1,162.0,9.53,6.2,12.9,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #5, rush volume #25",5,25,0.589,,,90.1,,10.8,17.0,-12.0,-9.0,14,109.9,7.9,59,11624,17.0,90.0,1.0,55.0,,695.0,4.0,,,,
100,88,139.7,39.7,51.7,12,Baker Mayfield,QB,17,17,QB 17,QB 17,TB,10,,Depth,Depth,279.7,16.5,282.2,16.6,215.8,275.0,16.18,7.2,13.0,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #12, rush volume #11",12,11,0.562,545.9,526.0,,,61.8,63.0,-5.0,0.0,17,282.9,16.6,12,4892,63.0,306.0,2.0,,,,,343.0,526.0,3682.0,26.0
149,90,141.7,-7.3,51.7,12,Zach Charbonnet,RB,39,42,RB 42,RB 39,SEA,11,PUP,Depth,Depth,138.8,8.2,177.5,10.44,130.4,67.0,3.94,110.5,12.5,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #23, rush volume #21",23,21,0.557,,,40.3,,189.5,65.0,-28.5,-2.6,16,181.4,11.3,24,9753,65.0,264.0,3.0,11.0,,78.0,1.0,,,,
136,170,143.4,7.4,-26.6,12,Jalen Coker,WR,57,55,WR 55,WR 57,CAR,5,,Depth,Depth,147.3,8.7,128.5,7.56,77.0,166.0,9.76,-37.5,10.2,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #22, rush volume #23",22,23,0.564,,,71.8,,1.1,1.0,-20.7,-31.0,11,90.4,8.2,69,11646,1.0,6.0,,60.0,,753.0,5.0,,,,
176,224,144.6,-31.4,-79.4,13,Chris Rodriguez,RB,48,43,RB 43,RB 48,JAX,7,,Depth,Depth,110.5,6.5,98.4,5.79,63.4,133.0,7.82,-34.6,11.0,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #11, rush volume #15",11,15,0.567,,,14.9,,131.9,171.0,-43.4,-53.5,13,92.0,7.1,51,10219,171.0,728.0,6.0,15.0,,107.0,,,,,
181,168,145.6,-35.4,-22.4,13,Kenyon Sadiq,TE,28,18,TE 18,TE 28,NYJ,13,Ques,Depth,Depth,107.4,6.3,129.5,7.62,129.5,100.0,5.88,29.5,17.0,Low,rookie,"Rookie model: pick 16, age and destination-team environment; team pass volume #20, rush volume #28",20,28,0.583,,,0.0,,0.0,2.0,-45.8,-29.4,,,,,13330,2.0,7.0,,40.0,,415.0,3.0,,,,
216,228,146.1,-69.9,-81.9,13,Tyler Allgeier,RB,50,44,RB 44,RB 50,ARI,14,,Depth,Depth,90.9,5.3,102.7,6.04,72.0,69.0,4.06,33.7,11.9,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #3, rush volume #29",3,29,0.602,,,19.9,,127.2,95.0,-60.7,-54.9,17,123.0,7.2,39,8132,95.0,400.0,3.0,8.0,,54.0,,,,,
123,138,146.6,23.6,8.6,13,Jordan Love,QB,19,18,QB 18,QB 19,GB,11,,Depth,Depth,265.0,15.6,257.4,15.14,200.9,279.0,16.41,-21.6,13.3,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #30, rush volume #4",30,4,0.525,506.3,501.0,,,46.0,51.0,-16.6,-19.4,15,241.3,16.1,15,6804,51.0,202.0,2.0,,,,,328.0,501.0,3808.0,27.0
231,149,148.7,-82.3,-0.3,13,Jayden Higgins,WR,93,56,WR 56,WR 93,HOU,8,IR,Depth,Depth,74.1,4.4,148.1,8.71,108.8,0.0,0.0,148.1,12.5,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #9, rush volume #17",9,17,0.573,,,85.9,,1.6,,-79.2,-23.5,17,129.5,7.6,47,12484,,,,,,,,,,,
223,232,150.1,-72.9,-81.9,13,Brian Robinson,RB,54,45,RB 45,RB 54,ATL,11,,Depth,Depth,83.9,4.9,91.4,5.38,62.9,70.0,4.12,21.4,11.7,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #17, rush volume #5",17,5,0.545,,,19.5,,108.6,87.0,-64.5,-61.7,17,62.5,3.7,63,8154,87.0,358.0,2.0,13.0,,91.0,,,,,
96,117,151.4,55.4,34.4,13,Brenton Strange,TE,16,19,TE 19,TE 16,JAX,7,,Depth,Depth,148.1,8.7,141.1,8.3,104.9,161.0,9.47,-19.9,12.6,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #11, rush volume #15",11,15,0.567,,,78.5,,0.2,,-3.8,-13.2,12,118.0,9.8,23,9480,,,,63.0,,680.0,5.0,,,,
153,154,155.2,2.2,1.2,13,De'Zhaun Stribling,WR,63,57,WR 57,WR 63,SF,8,,Depth,Depth,130.7,7.7,138.7,8.16,82.1,128.0,7.53,10.7,10.1,Low,rookie,"Rookie model: pick 33, age and destination-team environment; team pass volume #16, rush volume #9",16,9,0.551,,,0.0,,0.0,,-30.4,-24.6,,,,,13417,,,,46.0,,584.0,4.0,,,,
138,130,158.2,20.2,28.2,14,Rashid Shaheed,WR,56,58,WR 58,WR 56,SEA,11,,Depth,Depth,150.3,8.8,157.0,9.23,107.6,138.0,8.12,19.0,11.7,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #23, rush volume #21",23,21,0.557,,,82.0,,7.2,8.0,-21.7,-15.9,18,156.6,8.7,39,8676,8.0,46.0,,45.0,,665.0,4.0,,,,
112,136,159.1,47.1,23.1,14,Kyler Murray,QB,18,19,QB 19,QB 18,MIN,6,,Depth,Depth,269.2,15.8,251.7,14.81,153.1,275.0,16.18,-23.3,10.3,Low,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #26, rush volume #27",26,27,0.575,477.0,479.0,,,82.3,85.0,-10.3,-18.5,5,80.8,16.2,38,5849,85.0,503.0,3.0,,,,,320.0,479.0,3384.0,21.0
167,125,160.2,-6.8,35.2,14,Alvin Kamara,RB,49,46,RB 46,RB 49,NO,8,Ques,Depth,Depth,108.5,6.4,154.0,9.06,85.1,63.0,3.71,91.0,9.4,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #8, rush volume #22",8,22,0.58,,,47.1,,153.3,45.0,-38.2,-15.0,11,100.7,9.2,46,4035,45.0,185.0,1.0,20.0,,145.0,1.0,,,,
134,98,160.9,26.9,62.9,14,Tyrone Tracy,RB,35,47,RB 47,RB 35,NYG,8,,Depth,Depth,150.4,8.8,171.5,10.09,127.0,111.0,6.53,60.5,12.6,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #19, rush volume #10",19,10,0.558,,,48.2,,162.5,124.0,-20.2,-7.1,15,160.8,10.7,28,11655,124.0,528.0,3.0,21.0,,155.0,1.0,,,,
158,156,163.2,5.2,7.2,14,Denzel Boston,WR,59,59,WR 59,WR 59,CLE,11,,Depth,Depth,137.9,8.1,146.6,8.62,110.7,135.0,7.94,11.6,12.8,Low,rookie,"Rookie model: pick 39, age and destination-team environment; team pass volume #4, rush volume #26",4,26,0.596,,,0.0,,0.0,2.0,-33.1,-25.2,,,,,13346,2.0,13.0,,53.0,,624.0,3.0,,,,
109,134,164.9,55.9,30.9,14,T.J. Hockenson,TE,20,20,TE 20,TE 20,MIN,6,,Depth,Depth,142.2,8.4,135.2,7.95,103.4,155.0,9.12,-19.8,13.0,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #26, rush volume #27",26,27,0.575,,,79.8,,0.2,,-8.4,-18.1,15,112.8,7.5,26,5844,,,,66.0,,650.0,4.0,,,,
163,114,166.4,3.4,52.4,14,Woody Marks,RB,45,48,RB 48,RB 45,HOU,8,,Depth,Depth,123.7,7.3,163.3,9.61,113.2,84.0,4.94,79.3,11.8,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #9, rush volume #17",9,17,0.573,,,43.0,,170.5,86.0,-37.4,-12.4,16,151.1,9.4,29,12474,86.0,351.0,2.0,19.0,,137.0,1.0,,,,
144,141,167.0,23.0,26.0,14,Tyjae Spears,RB,41,49,RB 49,RB 41,TEN,9,,Depth,Depth,138.1,8.1,150.5,8.85,97.9,115.0,6.76,35.5,11.1,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #18, rush volume #30",18,30,0.589,,,53.2,,116.5,92.0,-25.8,-20.0,13,111.7,8.6,44,9508,92.0,388.0,2.0,35.0,,248.0,1.0,,,,
205,150,167.3,-37.7,17.3,14,Jonah Coleman,RB,55,50,RB 50,RB 55,DEN,10,,Depth,Depth,83.1,4.9,140.6,8.27,82.7,64.0,3.76,76.6,10.0,Low,rookie,"Rookie model: pick 108, age and destination-team environment; team pass volume #6, rush volume #19",6,19,0.57,,,0.0,,0.0,72.0,-55.6,-23.8,,,,,13345,72.0,304.0,2.0,10.0,,75.0,1.0,,,,
137,169,169.4,32.4,0.4,15,Tyler Shough,QB,24,20,QB 20,QB 24,NO,8,,Depth,Depth,252.3,14.8,233.5,13.74,148.0,271.0,15.94,-37.5,10.8,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #8, rush volume #22",8,22,0.58,476.7,539.0,,,64.3,84.0,-21.5,-30.9,11,164.0,14.9,26,12545,84.0,343.0,3.0,,,,,354.0,539.0,3666.0,22.0
142,183,171.9,29.9,-11.1,15,Chig Okonkwo,TE,23,21,TE 21,TE 23,WAS,7,,Depth,Depth,127.4,7.5,118.5,6.97,107.7,144.0,8.47,-25.5,15.5,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #29, rush volume #8",29,8,0.542,,,67.4,,0.5,,-23.5,-36.8,17,124.0,7.3,21,8210,,,,61.0,,591.0,4.0,,,,
168,145,173.3,5.3,28.3,15,Omar Cooper,WR,61,60,WR 60,WR 61,NYJ,13,,Depth,Depth,133.3,7.8,152.4,8.96,121.7,127.0,7.47,25.4,13.6,Low,rookie,"Rookie model: pick 30, age and destination-team environment; team pass volume #20, rush volume #28",20,28,0.583,,,0.0,,0.0,3.0,-38.8,-22.2,,,,,13276,3.0,14.0,,45.0,,567.0,4.0,,,,
194,215,174.3,-19.7,-40.7,15,Ja'Kobi Lane,WR,80,61,WR 61,WR 80,BAL,13,,Depth,Depth,104.1,6.1,101.6,5.97,62.5,105.0,6.18,-3.4,10.5,Low,rookie,"Rookie model: pick 80, age and destination-team environment; team pass volume #32, rush volume #1",32,1,0.497,,,0.0,,0.0,1.0,-48.0,-48.5,,,,,13293,1.0,6.0,,35.0,,453.0,4.0,,,,
130,67,176.1,46.1,109.1,15,Tank Dell,WR,53,62,WR 62,WR 53,HOU,8,Ques,Depth,Depth,153.9,9.1,191.8,11.28,130.1,116.0,6.82,75.8,11.5,Medium,veteran,"Veteran model: 2024 form, prior-year trend and same team pass/run forecast; team pass volume #9, rush volume #17",9,17,0.573,,,101.0,,8.4,5.0,-18.9,7.9,,,,,9502,5.0,29.0,,41.0,,539.0,3.0,,,,
125,121,177.5,52.5,56.5,15,Sam Darnold,QB,20,21,QB 21,QB 20,SEA,11,,Depth,Depth,263.5,15.5,263.8,15.52,199.9,263.0,15.47,0.8,12.9,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #23, rush volume #21",23,21,0.557,541.9,478.0,,,40.0,44.0,-17.2,-14.0,17,249.4,14.7,13,4943,44.0,157.0,2.0,,,,,317.0,478.0,3676.0,26.0
185,112,178.3,-6.7,66.3,15,Fernando Mendoza,QB,27,22,QB 22,QB 27,LV,13,,Depth,Depth,225.6,13.3,266.6,15.68,205.5,212.0,12.47,54.6,13.1,Low,rookie,"Rookie model: pick 1, age and destination-team environment; team pass volume #15, rush volume #32",15,32,0.606,0.0,434.0,,,0.0,53.0,-46.7,-12.0,,,,,13269,53.0,234.0,2.0,,,,,277.0,434.0,2894.0,19.0
219,234,180.4,-38.6,-53.6,16,Keaton Mitchell,RB,57,51,RB 51,RB 57,LAC,7,,Depth,Depth,79.5,4.7,70.1,4.12,44.5,97.0,5.71,-26.9,10.8,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #14, rush volume #16",14,16,0.569,,,17.9,,73.0,88.0,-62.3,-70.5,13,55.4,4.3,67,9511,88.0,435.0,3.0,18.0,,134.0,1.0,,,,
213,225,181.2,-31.8,-43.8,16,Tank Bigsby,RB,51,52,RB 52,RB 51,PHI,10,,Depth,Depth,89.5,5.3,102.7,6.04,70.3,65.0,3.82,37.7,11.6,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #31, rush volume #2",31,2,0.515,,,18.7,,112.6,82.0,-60.1,-53.5,16,53.8,3.4,69,9225,82.0,353.0,3.0,8.0,,59.0,,,,,
197,230,183.9,-13.1,-46.1,16,Jalen Nailor,WR,73,63,WR 63,WR 73,LV,13,,Depth,Depth,113.1,6.7,103.4,6.08,77.2,131.0,7.71,-27.6,12.7,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #15, rush volume #32",15,32,0.606,,,61.8,,2.3,3.0,-51.3,-57.3,17,100.7,5.9,61,8180,3.0,19.0,,46.0,,587.0,4.0,,,,
129,163,185.4,56.4,22.4,16,AJ Barner,TE,22,22,TE 22,TE 22,SEA,11,,Depth,Depth,129.2,7.6,122.3,7.19,95.1,142.0,8.35,-19.7,13.2,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #23, rush volume #21",23,21,0.557,,,70.5,,4.9,10.0,-18.6,-28.4,17,147.3,8.7,14,11603,10.0,14.0,1.0,58.0,,530.0,4.0,,,,
211,219,186.6,-24.4,-32.4,16,Isiah Pacheco,RB,52,53,RB 53,RB 52,DET,6,Ques,Depth,Depth,86.6,5.1,104.2,6.13,67.8,54.0,3.18,50.2,11.1,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #10, rush volume #7",10,7,0.562,,,24.7,,112.3,67.0,-59.4,-50.2,13,87.3,6.7,56,8205,67.0,263.0,2.0,10.0,,73.0,,,,,
88,84,187.1,99.1,103.1,16,Juwan Johnson,TE,13,23,TE 23,TE 13,NO,8,,Depth,Depth,153.2,9.0,159.7,9.39,114.4,141.0,8.29,18.7,12.2,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #8, rush volume #22",8,22,0.58,,,84.0,,0.3,,0.0,0.6,17,179.9,10.6,8,7002,,,,56.0,,609.0,4.0,,,,
198,185,188.2,-9.8,3.2,16,Zachariah Branch,WR,89,64,WR 64,WR 89,ATL,11,,Depth,Depth,87.5,5.1,112.8,6.64,62.3,79.0,4.65,33.8,9.4,Low,rookie,"Rookie model: pick 79, age and destination-team environment; team pass volume #17, rush volume #5",17,5,0.545,,,0.0,,0.0,,-52.1,-37.2,,,,,13320,,,,30.0,,365.0,2.0,,,,
174,167,188.7,14.7,21.7,16,Dylan Sampson,RB,46,54,RB 54,RB 46,CLE,11,,Depth,Depth,112.3,6.6,135.6,7.98,87.2,89.0,5.24,46.6,10.9,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #4, rush volume #26",4,26,0.596,,,46.6,,105.5,78.0,-41.9,-29.2,15,87.6,5.8,55,12469,78.0,321.0,2.0,23.0,,176.0,1.0,,,,
143,118,190.1,47.1,72.1,16,Jerry Jeudy,WR,58,65,WR 65,WR 58,CLE,11,,Depth,Depth,146.0,8.6,160.0,9.41,106.0,120.0,7.06,40.0,11.3,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #4, rush volume #26",4,26,0.596,,,98.2,,1.5,1.0,-23.8,-13.4,17,120.7,7.1,52,6783,1.0,5.0,,43.0,,581.0,3.0,,,,
204,200,191.2,-12.8,-8.8,16,Nicholas Singleton,RB,61,55,RB 55,RB 61,TEN,9,,Depth,Depth,72.7,4.3,98.8,5.81,52.6,64.0,3.76,34.8,9.0,Low,rookie,"Rookie model: pick 165, age and destination-team environment; team pass volume #18, rush volume #30",18,30,0.589,,,0.0,,0.0,65.0,-55.5,-43.6,,,,,13288,65.0,270.0,2.0,12.0,,87.0,1.0,,,,
120,177,192.5,72.5,15.5,17,Malik Willis,QB,22,23,QB 23,QB 22,MIA,6,,Depth,Depth,256.7,15.1,216.9,12.76,117.3,270.0,15.88,-53.1,9.2,Low,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #25, rush volume #24",25,24,0.561,353.9,419.0,,,88.6,125.0,-16.0,-35.3,4,51.1,12.8,45,8161,125.0,712.0,5.0,,,,,271.0,419.0,2848.0,17.0
101,100,193.2,92.2,93.2,17,Dalton Schultz,TE,17,24,TE 24,TE 17,HOU,8,,Depth,Depth,145.0,8.5,148.2,8.72,111.1,139.0,8.18,9.2,12.7,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #9, rush volume #17",9,17,0.573,,,88.6,,0.0,,-6.1,-8.0,17,177.7,10.5,10,5001,,,,58.0,,572.0,4.0,,,,
159,142,194.1,35.1,52.1,17,Jauan Jennings,WR,60,66,WR 66,WR 60,MIN,6,,Depth,Depth,136.4,8.0,152.7,8.98,113.3,106.0,6.24,46.7,12.6,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #26, rush volume #27",26,27,0.575,,,89.9,,0.2,,-33.6,-20.3,15,173.3,11.6,33,7049,,,,39.0,,487.0,3.0,,,,
207,203,195.6,-11.4,-7.4,17,Emmett Johnson,RB,60,56,RB 56,RB 60,KC,5,,Depth,Depth,73.1,4.3,97.2,5.72,52.5,65.0,3.82,32.2,9.2,Low,rookie,"Rookie model: pick 161, age and destination-team environment; team pass volume #5, rush volume #25",5,25,0.589,,,0.0,,0.0,67.0,-56.6,-45.4,,,,,13337,67.0,286.0,2.0,12.0,,86.0,1.0,,,,
148,152,195.8,47.8,43.8,17,Jalen McMillan,WR,64,67,WR 67,WR 64,TB,10,Ques,Depth,Depth,128.9,7.6,134.5,7.91,71.6,127.0,7.47,7.5,9.1,Low,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #12, rush volume #11",12,11,0.562,,,69.5,,4.1,6.0,-28.3,-24.4,4,29.9,7.5,137,11618,6.0,33.0,,44.0,,561.0,4.0,,,,
165,211,198.2,33.2,-12.8,17,Cyrus Allen,WR,90,68,WR 68,WR 90,KC,5,,Depth,Depth,86.4,5.1,60.6,3.57,24.0,95.0,5.59,-34.4,6.7,Low,rookie,"Rookie model: pick 176, age and destination-team environment; team pass volume #5, rush volume #25",5,25,0.589,,,0.0,,0.0,,-37.6,-47.1,,,,,13413,,,,34.0,,425.0,3.0,,,,
189,221,199.4,10.4,-21.6,17,Malik Washington,WR,70,69,WR 69,WR 70,MIA,6,,Depth,Depth,116.3,6.8,108.4,6.38,78.6,131.0,7.71,-22.6,12.3,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #25, rush volume #24",25,24,0.561,,,60.0,,10.5,22.0,-47.4,-51.9,17,116.7,6.9,54,11610,22.0,121.0,1.0,48.0,,472.0,3.0,,,,
186,194,200.3,14.3,6.3,17,MarShawn Lloyd,RB,66,57,RB 57,RB 66,GB,11,,Depth,Depth,59.1,3.5,80.3,4.72,31.8,52.0,3.06,28.3,6.7,Low,veteran,"Veteran model: 2024 form, prior-year trend and same team pass/run forecast; team pass volume #30, rush volume #4",30,4,0.525,,,22.0,,86.8,68.0,-46.7,-39.7,,,,,11581,68.0,281.0,2.0,7.0,,47.0,,,,,
182,120,202.1,20.1,82.1,17,Mike Washington,RB,53,58,RB 58,RB 53,LV,13,,Depth,Depth,84.8,5.0,153.3,9.02,76.2,62.0,3.65,91.3,8.4,Low,rookie,"Rookie model: pick 122, age and destination-team environment; team pass volume #15, rush volume #32",15,32,0.606,,,0.0,,0.0,66.0,-45.9,-13.7,,,,,13305,66.0,281.0,2.0,9.0,,69.0,1.0,,,,
135,115,204.9,69.9,89.9,18,C.J. Stroud,QB,21,24,QB 24,QB 21,HOU,8,,Depth,Depth,259.4,15.3,265.6,15.62,199.9,248.0,14.59,17.6,12.8,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #9, rush volume #17",9,17,0.573,521.9,505.0,,,58.1,53.0,-20.2,-12.5,14,216.7,15.5,21,9758,53.0,201.0,2.0,,,,,317.0,505.0,3593.0,22.0
131,94,205.3,74.3,111.3,18,Tre Tucker,WR,51,70,WR 70,WR 51,LV,13,,Depth,Depth,156.7,9.2,173.3,10.19,133.7,126.0,7.41,47.3,13.1,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #15, rush volume #32",15,32,0.606,,,97.7,,7.2,7.0,-19.3,-5.2,17,161.7,9.5,38,10213,7.0,37.0,,46.0,,582.0,3.0,,,,
141,106,206.2,65.2,100.2,18,Daniel Jones,QB,23,25,QB 25,QB 23,IND,13,,Depth,Depth,252.7,14.9,268.2,15.78,186.8,224.0,13.18,44.2,11.8,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #21, rush volume #13",21,13,0.554,479.4,469.0,,,69.7,47.0,-23.3,-9.7,13,234.4,18.0,17,5870,47.0,191.0,2.0,,,,,312.0,469.0,3286.0,19.0
177,165,207.5,30.5,42.5,18,David Njoku,TE,33,25,TE 25,TE 33,LAC,7,,Depth,Depth,86.6,5.1,115.2,6.78,76.3,58.0,3.41,57.2,11.3,Medium,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #14, rush volume #16",14,16,0.569,,,70.7,,0.0,,-44.3,-29.0,12,86.3,7.2,34,4033,,,,23.0,,230.0,2.0,,,,
172,188,208.2,36.2,20.2,18,Cam Ward,QB,26,26,QB 26,QB 26,TEN,9,,Depth,Depth,226.7,13.3,225.4,13.26,154.1,228.0,13.41,-2.6,11.6,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #18, rush volume #30",18,30,0.589,501.2,541.0,,,51.4,46.0,-40.6,-38.8,17,193.7,11.4,22,12522,46.0,182.0,2.0,,,,,341.0,541.0,3516.0,19.0
164,198,209.4,45.4,11.4,18,Terrance Ferguson,TE,31,26,TE 26,TE 31,LAR,11,,Depth,Depth,97.7,5.7,95.3,5.61,64.3,100.0,5.88,-4.7,11.5,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #7, rush volume #14",7,14,0.568,,,53.4,,1.1,,-37.5,-43.0,13,52.1,4.0,52,12487,,,,35.0,,413.0,4.0,,,,
190,208,209.8,19.8,1.8,18,Tre' Harris,WR,74,71,WR 71,WR 74,LAC,7,,Depth,Depth,113.0,6.6,113.1,6.65,77.7,113.0,6.65,0.1,11.7,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #14, rush volume #16",14,16,0.569,,,64.3,,2.9,1.0,-47.4,-46.1,17,69.4,4.1,91,12509,1.0,6.0,,39.0,,493.0,4.0,,,,
203,201,211.0,8.0,10.0,18,Braelon Allen,RB,65,59,RB 59,RB 65,NYJ,13,,Depth,Depth,60.3,3.5,85.4,5.02,39.9,52.0,3.06,33.4,7.9,Low,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #20, rush volume #28",20,28,0.583,,,21.5,,91.4,57.0,-54.5,-44.5,4,15.3,3.8,98,11576,57.0,233.0,2.0,10.0,,69.0,,,,,
208,173,211.9,3.9,38.9,18,Devin Neal,RB,59,60,RB 60,RB 59,NO,8,,Depth,Depth,77.2,4.5,122.3,7.2,69.7,32.0,1.88,90.3,9.7,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #8, rush volume #22",8,22,0.58,,,36.0,,114.4,39.0,-57.3,-33.6,9,60.0,6.7,64,12476,39.0,160.0,1.0,7.0,,49.0,,,,,
225,199,212.3,-12.7,13.3,18,Najee Harris,RB,70,61,RB 61,RB 70,NYG,8,,Depth,Depth,43.3,2.5,95.3,5.61,48.0,26.0,1.53,69.3,8.6,Low,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #19, rush volume #10",19,10,0.558,,,24.1,,110.7,30.0,-67.9,-43.4,3,11.6,3.9,103,7528,30.0,117.0,1.0,5.0,,36.0,,,,,
212,229,212.4,0.4,-16.6,18,Isaac TeSlaa,WR,87,72,WR 72,WR 87,DET,6,,Depth,Depth,92.7,5.5,98.3,5.78,65.8,87.0,5.12,11.3,11.4,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #10, rush volume #7",10,7,0.562,,,55.2,,1.3,2.0,-59.7,-54.9,17,75.9,4.5,82,12535,2.0,9.0,,28.0,,402.0,3.0,,,,
