model_rank,independent_rank,adp,market_gap,independent_market_gap,round,player,position,position_rank,adp_position_rank,adp_position_label,decision_position_label,team,bye,injury,tier,signal,projected_points,projected_ppg_17,independent_points,independent_ppg,independent_expected_points,sleeper_projected_points,sleeper_ppg_17,projection_gap,projected_games,confidence,model_source,reason,team_pass_rank,team_rush_rank,team_pass_rate,own_pass_attempts,sleeper_pass_attempts,own_targets,sleeper_targets,own_carries,sleeper_carries,vbd,independent_vbd,games_2025,points_2025,ppg_2025,rank_2025,player_id,rush_attempts,rush_yards,rush_touchdowns,receptions,targets,receiving_yards,receiving_touchdowns,completions,pass_attempts,pass_yards,pass_touchdowns
3,5,1.1,-1.9,-3.9,1,Jahmyr Gibbs,RB,2,1,RB 1,RB 2,DET,6,,Elite,Fair,318.7,18.7,312.1,18.36,290.8,331.0,19.47,-18.9,15.8,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #10, rush volume #7",10,7,0.562,,,86.4,,267.3,255.0,131.1,121.8,17,366.9,21.6,3,9221,255.0,1251.0,12.0,63.0,,533.0,3.0,,,,
1,3,2.6,1.6,-0.4,1,Bijan Robinson,RB,1,2,RB 2,RB 1,ATL,11,,Elite,Fair,331.7,19.5,335.4,19.73,316.5,325.0,19.12,10.4,16.0,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #17, rush volume #5",17,5,0.545,,,94.7,,302.2,280.0,145.0,145.2,17,370.8,21.8,2,9509,280.0,1372.0,9.0,64.0,,537.0,3.0,,,,
5,4,3.8,-1.2,-0.2,1,Ja'Marr Chase,WR,2,1,WR 1,WR 2,CIN,6,,Elite,Fair,321.7,18.9,327.5,19.26,292.8,311.0,18.29,16.5,15.2,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #1, rush volume #31",1,31,0.625,,,179.9,,3.9,3.0,125.1,131.8,16,313.6,19.6,4,7564,3.0,16.0,,109.0,,1345.0,11.0,,,,
2,1,4.4,2.4,3.4,1,Puka Nacua,WR,1,2,WR 2,WR 1,LAR,11,Ques,Elite,Fair,331.3,19.5,341.2,20.07,326.1,313.0,18.41,28.2,16.2,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #7, rush volume #14",7,14,0.568,,,177.5,,10.7,10.0,142.5,153.5,16,375.0,23.4,1,9493,10.0,55.0,,107.0,,1400.0,10.0,,,,
6,6,5.5,-0.5,-0.5,1,Christian McCaffrey,RB,3,3,RB 3,RB 3,SF,8,Ques,Elite,Fair,313.7,18.5,326.0,19.17,264.3,291.0,17.12,35.0,13.8,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #16, rush volume #9",16,9,0.551,,,102.3,,261.7,240.0,110.5,117.6,17,416.6,24.5,1,4034,240.0,984.0,7.0,70.0,,606.0,4.0,,,,
4,2,6.1,2.1,4.1,1,Jaxon Smith-Njigba,WR,3,3,WR 3,WR 3,SEA,11,,Elite,Fair,317.8,18.7,335.5,19.73,320.7,285.0,16.76,50.5,16.2,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #23, rush volume #21",23,21,0.557,,,180.0,,5.0,6.0,129.6,148.1,17,359.9,21.2,2,9488,6.0,33.0,,99.0,,1343.0,8.0,,,,
9,10,6.1,-2.9,-3.9,1,Jonathan Taylor,RB,4,4,RB 4,RB 4,IND,13,,Elite,Fair,277.4,16.3,280.3,16.49,239.2,272.0,16.0,8.3,14.5,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #21, rush volume #13",21,13,0.554,,,54.8,,316.5,287.0,85.1,84.6,17,362.3,21.3,4,6813,287.0,1385.0,11.0,36.0,,278.0,1.0,,,,
7,7,8.4,1.4,1.4,1,Amon-Ra St. Brown,WR,4,4,WR 4,WR 4,DET,6,,Elite,Fair,291.1,17.1,296.5,17.44,279.1,281.0,16.53,15.5,16.0,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #10, rush volume #7",10,7,0.562,,,159.8,,3.1,3.0,102.9,109.6,17,324.0,19.1,3,7547,3.0,16.0,,106.0,,1249.0,8.0,,,,
18,20,9.5,-8.5,-10.5,1,CeeDee Lamb,WR,7,5,WR 5,WR 7,DAL,14,,Elite,Slight reach,255.6,15.0,247.2,14.54,182.4,271.0,15.94,-23.8,12.5,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #2, rush volume #20",2,20,0.586,,,135.3,,4.4,3.0,54.3,49.3,14,200.9,14.3,22,6786,3.0,16.0,,96.0,,1249.0,8.0,,,,
12,15,10.5,-1.5,-4.5,1,James Cook,RB,7,5,RB 5,RB 7,BUF,7,,Strong starter,Fair,250.4,14.7,244.7,14.39,214.1,261.0,15.35,-16.3,14.9,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #28, rush volume #3",28,3,0.52,,,47.8,,271.6,264.0,63.8,55.7,17,302.2,17.8,6,8138,264.0,1270.0,11.0,31.0,,268.0,2.0,,,,
23,22,11.2,-11.8,-10.8,1,Justin Jefferson,WR,9,6,WR 6,WR 9,MIN,6,,Strong starter,Slight reach,242.3,14.3,238.1,14.01,183.8,250.0,14.71,-11.9,13.1,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #26, rush volume #27",26,27,0.575,,,134.1,,2.3,1.0,46.6,44.7,17,201.5,11.9,21,6794,1.0,6.0,,90.0,,1178.0,7.0,,,,
8,9,12.0,4.0,3.0,1,De'Von Achane,RB,5,6,RB 6,RB 5,MIA,6,,Elite,Fair,273.1,16.1,281.8,16.57,259.8,257.0,15.12,24.8,15.7,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #25, rush volume #24",25,24,0.561,,,81.8,,245.7,239.0,88.2,93.0,16,322.8,20.2,5,9226,239.0,1168.0,6.0,55.0,,416.0,2.0,,,,
17,19,13.7,-3.3,-5.3,2,Saquon Barkley,RB,8,7,RB 7,RB 8,PHI,10,,Strong starter,Fair,248.8,14.6,249.8,14.69,191.7,247.0,14.53,2.8,13.0,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #31, rush volume #2",31,2,0.515,,,53.1,,279.7,271.0,54.4,52.5,16,232.3,14.5,14,4866,271.0,1220.0,8.0,37.0,,277.0,2.0,,,,
15,17,13.8,-1.2,-3.2,2,Ashton Jeanty,RB,6,8,RB 8,RB 6,LV,13,,Strong starter,Fair,253.9,14.9,247.8,14.58,199.8,260.0,15.29,-12.2,13.7,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #15, rush volume #32",15,32,0.606,,,69.2,,243.1,281.0,61.5,53.8,17,245.1,14.4,11,12527,281.0,1152.0,8.0,50.0,,383.0,2.0,,,,
27,36,15.5,-11.5,-20.5,2,Omarion Hampton,RB,10,9,RB 9,RB 10,LAC,7,,Strong starter,Slight reach,234.3,13.8,225.5,13.27,157.8,243.0,14.29,-17.5,11.9,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #14, rush volume #16",14,16,0.569,,,59.0,,220.8,232.0,39.7,31.1,9,135.7,15.1,35,12507,232.0,1025.0,8.0,48.0,,364.0,2.0,,,,
14,13,16.1,2.1,3.1,2,Drake London,WR,5,7,WR 7,WR 5,ATL,11,,Elite,Fair,260.4,15.3,266.0,15.65,210.7,250.0,14.71,16.0,13.5,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #17, rush volume #5",17,5,0.545,,,148.3,,1.2,1.0,62.4,68.2,12,201.9,16.8,19,8112,1.0,6.0,,90.0,,1156.0,7.0,,,,
20,24,17.5,-2.5,-6.5,2,Chase Brown,RB,9,10,RB 10,RB 9,CIN,6,,Strong starter,Fair,239.5,14.1,231.2,13.6,190.4,255.0,15.0,-23.8,14.0,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #1, rush volume #31",1,31,0.625,,,67.2,,199.8,220.0,51.0,41.3,17,282.6,16.6,7,9224,220.0,945.0,8.0,57.0,,417.0,3.0,,,,
25,27,18.3,-6.7,-8.7,2,A.J. Brown,WR,12,8,WR 8,WR 12,NE,11,,Strong starter,Fair,232.7,13.7,225.0,13.24,185.6,247.0,14.53,-22.0,14.0,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #27, rush volume #12",27,12,0.551,,,126.4,,0.5,1.0,41.9,37.0,15,220.3,14.7,11,5859,1.0,6.0,,79.0,,1176.0,8.0,,,,
45,66,19.9,-25.1,-46.1,2,Kenneth Walker,RB,19,11,RB 11,RB 19,KC,5,,Starter,Pricey,209.9,12.3,191.6,11.27,153.8,244.0,14.35,-52.4,13.6,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #5, rush volume #25",5,25,0.589,,,45.3,,208.5,259.0,25.8,8.4,17,191.9,11.3,22,8151,259.0,1158.0,9.0,37.0,,272.0,2.0,,,,
10,11,20.1,10.1,9.1,2,Trey McBride,TE,1,1,TE 1,TE 1,ARI,14,,Elite,Value,237.3,14.0,238.6,14.04,228.1,235.0,13.82,3.6,16.2,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #3, rush volume #29",3,29,0.602,,,141.5,,0.0,,80.1,75.9,17,315.9,18.6,1,8130,,,,96.0,,969.0,7.0,,,,
30,45,20.3,-9.7,-24.7,2,Derrick Henry,RB,13,12,RB 12,RB 13,BAL,13,,Starter,Slight reach,223.3,13.1,210.5,12.38,157.9,247.0,14.53,-36.5,12.8,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #32, rush volume #1",32,1,0.497,,,26.6,,268.1,281.0,34.4,22.1,17,279.5,16.4,8,3198,281.0,1406.0,12.0,17.0,,133.0,1.0,,,,
11,16,22.1,11.1,6.1,2,Brock Bowers,TE,2,2,TE 2,TE 2,LV,13,,Elite,Value,229.6,13.5,216.4,12.73,205.7,254.0,14.94,-37.6,16.2,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #15, rush volume #32",15,32,0.606,,,121.9,,1.4,4.0,72.8,54.8,12,176.2,14.7,11,11604,4.0,18.0,,102.0,,1077.0,7.0,,,,
13,12,23.3,10.3,11.3,2,George Pickens,WR,6,9,WR 9,WR 6,DAL,14,,Elite,Value,255.9,15.1,261.3,15.37,224.8,246.0,14.47,15.3,14.6,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #2, rush volume #20",2,20,0.586,,,142.3,,1.7,1.0,63.6,69.7,17,291.9,17.2,5,8137,1.0,6.0,,80.0,,1211.0,7.0,,,,
24,26,24.5,0.5,-1.5,3,Josh Allen,QB,1,1,QB 1,QB 1,BUF,7,,Elite,Fair,338.0,19.9,325.1,19.13,280.6,362.0,21.29,-36.9,14.7,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #28, rush volume #3",28,3,0.52,489.1,474.0,,,108.9,110.0,44.8,37.1,17,374.5,22.0,1,4984,110.0,535.0,11.0,,,,,313.0,474.0,3650.0,27.0
22,25,25.7,3.7,0.7,3,Nico Collins,WR,10,10,WR 10,WR 10,HOU,8,,Strong starter,Fair,240.6,14.2,229.1,13.47,185.5,262.0,15.41,-32.9,13.8,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #9, rush volume #17",9,17,0.573,,,121.9,,2.3,3.0,47.7,39.8,15,226.2,15.1,8,7569,3.0,18.0,,84.0,,1262.0,8.0,,,,
19,8,26.8,7.8,18.8,3,Jeremiyah Love,RB,11,13,RB 13,RB 11,ARI,14,Ques,Strong starter,Value,230.2,13.5,284.8,16.75,284.8,212.0,12.47,72.8,17.0,Low,rookie,"Rookie model: pick 3, age and destination-team environment; team pass volume #3, rush volume #29",3,29,0.602,,,0.0,,0.0,205.0,52.6,103.7,,,,,13287,205.0,897.0,5.0,47.0,,351.0,2.0,,,,
34,34,27.0,-7.0,-7.0,3,Rashee Rice,WR,13,11,WR 11,WR 13,KC,5,,Strong starter,Slight reach,229.5,13.5,229.9,13.53,156.3,229.0,13.47,0.9,11.6,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #5, rush volume #25",5,25,0.589,,,127.5,,8.0,6.0,32.5,34.0,8,150.1,18.8,40,10229,6.0,29.0,,88.0,,964.0,7.0,,,,
40,40,27.8,-12.2,-12.2,3,Malik Nabers,WR,15,12,WR 12,WR 15,NYG,8,Ques,Strong starter,Slight reach,225.8,13.3,222.0,13.06,136.4,227.0,13.35,-5.0,10.4,Low,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #19, rush volume #10",19,10,0.558,,,125.1,,2.0,3.0,26.9,25.6,4,57.1,14.3,102,11632,3.0,16.0,,82.0,,1057.0,6.0,,,,
32,30,29.2,-2.8,-0.8,3,Kyren Williams,RB,15,14,RB 14,RB 15,LAR,11,,Starter,Fair,218.5,12.9,224.2,13.19,180.9,208.0,12.24,16.2,13.7,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #7, rush volume #14",7,14,0.568,,,47.0,,240.2,228.0,33.0,34.7,17,263.3,15.5,9,8150,228.0,981.0,8.0,32.0,,219.0,2.0,,,,
16,14,30.3,14.3,16.3,3,Chris Olave,WR,8,13,WR 13,WR 8,NO,8,,Strong starter,Value,249.5,14.7,256.8,15.1,217.0,236.0,13.88,20.8,14.4,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #8, rush volume #22",8,22,0.58,,,146.4,,2.8,1.0,57.3,65.0,16,269.0,16.8,6,8144,1.0,6.0,,82.0,,1093.0,7.0,,,,
36,32,31.4,-4.6,-0.6,3,Josh Jacobs,RB,14,15,RB 15,RB 14,GB,11,Ques,Starter,Fair,219.5,12.9,228.4,13.43,166.3,203.0,11.94,25.4,12.4,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #30, rush volume #4",30,4,0.525,,,49.4,,249.6,217.0,30.6,34.5,15,237.1,15.8,13,5850,217.0,918.0,8.0,33.0,,258.0,1.0,,,,
26,23,32.5,6.5,9.5,3,Breece Hall,RB,12,16,RB 16,RB 12,NYJ,13,Ques,Strong starter,Fair,225.0,13.2,232.5,13.68,195.4,211.0,12.41,21.5,14.3,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #20, rush volume #28",20,28,0.583,,,57.8,,208.9,220.0,39.9,43.2,16,207.7,13.0,19,8155,220.0,986.0,6.0,37.0,,314.0,2.0,,,,
66,83,33.5,-32.5,-49.5,3,Lamar Jackson,QB,6,2,QB 2,QB 6,BAL,13,,Strong starter,Pricey,298.4,17.6,283.5,16.68,201.0,326.0,19.18,-42.5,12.1,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #32, rush volume #1",32,1,0.497,460.4,415.0,,,86.5,119.0,8.7,0.9,13,221.8,17.1,20,4881,119.0,668.0,5.0,,,,,270.0,415.0,3380.0,27.0
42,41,34.2,-7.8,-6.8,3,Tee Higgins,WR,16,14,WR 14,WR 16,CIN,6,,Strong starter,Slight reach,219.0,12.9,216.3,12.72,152.7,224.0,13.18,-7.7,12.0,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #1, rush volume #31",1,31,0.625,,,120.7,,1.1,1.0,26.3,25.6,15,211.6,14.1,15,6801,1.0,6.0,,75.0,,1048.0,7.0,,,,
38,42,34.8,-3.2,-7.2,3,Tetairoa McMillan,WR,18,15,WR 15,WR 18,CAR,5,,Strong starter,Fair,216.8,12.8,210.6,12.39,175.5,223.0,13.12,-12.4,14.2,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #22, rush volume #23",22,23,0.564,,,125.0,,1.6,1.0,29.2,25.5,17,211.4,12.4,16,12526,1.0,6.0,,77.0,,1074.0,6.0,,,,
33,31,36.2,3.2,5.2,4,Javonte Williams,RB,16,17,RB 17,RB 16,DAL,14,,Starter,Fair,218.3,12.8,224.4,13.2,179.8,207.0,12.18,17.4,13.6,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #2, rush volume #20",2,20,0.586,,,53.8,,233.1,239.0,32.6,34.6,16,242.8,15.2,12,7588,239.0,1004.0,7.0,37.0,,239.0,1.0,,,,
31,33,37.5,6.5,4.5,4,DeVonta Smith,WR,14,16,WR 16,WR 14,PHI,10,Ques,Strong starter,Fair,226.3,13.3,224.8,13.23,173.7,229.0,13.47,-4.2,13.1,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #31, rush volume #2",31,2,0.515,,,122.7,,1.3,1.0,34.3,34.4,17,201.8,11.9,20,7525,1.0,6.0,,80.0,,1066.0,7.0,,,,
43,44,38.6,-4.4,-5.4,4,Ladd McConkey,WR,19,17,WR 17,WR 19,LAC,7,,Starter,Fair,215.9,12.7,209.4,12.32,159.1,228.0,13.41,-18.6,12.9,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #14, rush volume #16",14,16,0.569,,,115.4,,1.5,2.0,25.9,22.2,16,180.9,11.3,30,11635,2.0,12.0,,81.0,,1040.0,7.0,,,,
52,54,39.3,-12.7,-14.7,4,Bucky Irving,RB,21,18,RB 18,RB 21,TB,10,,Starter,Slight reach,200.7,11.8,204.4,12.03,141.3,197.0,11.59,7.4,11.7,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #12, rush volume #11",12,11,0.562,,,54.0,,199.5,211.0,15.9,16.0,10,138.5,13.8,34,11584,211.0,902.0,6.0,36.0,,271.0,2.0,,,,
46,55,40.5,-5.5,-14.5,4,Emeka Egbuka,WR,21,18,WR 18,WR 21,TB,10,Ques,Starter,Fair,211.4,12.4,198.9,11.7,166.6,224.0,13.18,-25.1,14.2,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #12, rush volume #11",12,11,0.562,,,115.2,,2.9,3.0,24.7,15.7,17,195.7,11.5,23,12514,3.0,21.0,,77.0,,1029.0,7.0,,,,
21,18,41.1,20.1,23.1,4,Zay Flowers,WR,11,19,WR 19,WR 11,BAL,13,,Strong starter,Target,234.4,13.8,237.8,13.99,218.4,228.0,13.41,9.8,15.6,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #32, rush volume #1",32,1,0.497,,,125.7,,7.5,5.0,48.3,52.9,17,243.3,14.3,7,9997,5.0,29.0,,81.0,,1103.0,6.0,,,,
29,69,41.3,12.3,-27.7,4,Colston Loveland,TE,4,3,TE 3,TE 4,CHI,10,,Strong starter,Value,191.1,11.2,167.1,9.83,154.2,215.0,12.65,-47.9,15.7,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #13, rush volume #6",13,6,0.555,,,92.8,,0.6,1.0,35.0,7.6,16,165.1,10.3,12,12517,1.0,4.0,,84.0,,950.0,6.0,,,,
53,62,43.7,-9.3,-18.3,4,Cam Skattebo,RB,20,19,RB 19,RB 20,NYG,8,,Starter,Slight reach,200.9,11.8,200.8,11.81,128.2,201.0,11.82,-0.2,10.9,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #19, rush volume #10",19,10,0.558,,,55.0,,183.2,214.0,14.9,12.6,8,127.7,16.0,37,12481,214.0,891.0,6.0,42.0,,301.0,1.0,,,,
41,43,44.7,3.7,1.7,4,Travis Etienne,RB,18,20,RB 20,RB 18,NO,8,,Starter,Fair,210.1,12.4,211.2,12.42,171.0,208.0,12.24,3.2,13.8,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #8, rush volume #22",8,22,0.58,,,54.8,,219.5,226.0,26.4,24.4,17,253.9,14.9,10,7543,226.0,950.0,6.0,36.0,,287.0,2.0,,,,
49,59,45.8,-3.2,-13.2,4,Garrett Wilson,WR,20,20,WR 20,WR 20,NYJ,13,,Starter,Fair,214.3,12.6,203.5,11.97,124.3,225.0,13.24,-21.5,10.4,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #20, rush volume #28",20,28,0.583,,,120.1,,1.3,3.0,19.9,14.3,7,99.5,14.2,62,8146,3.0,16.0,,83.0,,1043.0,6.0,,,,
44,82,46.0,2.0,-36.0,4,Tyler Warren,TE,5,4,TE 4,TE 5,IND,13,Ques,Strong starter,Fair,180.4,10.6,159.9,9.4,152.8,201.0,11.82,-41.1,16.2,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #21, rush volume #13",21,13,0.554,,,93.6,,5.0,5.0,25.9,1.0,17,188.5,11.1,4,12518,5.0,19.0,,83.0,,862.0,5.0,,,,
55,73,47.7,-7.3,-25.3,4,Jaylen Waddle,WR,24,21,WR 21,WR 24,DEN,10,,Starter,Slight reach,198.2,11.7,186.0,10.94,163.0,221.0,13.0,-35.0,14.9,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #6, rush volume #19",6,19,0.57,,,106.9,,2.9,3.0,14.4,5.2,16,194.1,12.1,24,7526,3.0,18.0,,77.0,,1002.0,7.0,,,,
35,29,48.1,13.1,19.1,5,Drake Maye,QB,2,3,QB 3,QB 2,NE,11,,Elite,Value,322.7,19.0,323.5,19.03,283.1,321.0,18.88,2.5,14.9,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #27, rush volume #12",27,12,0.551,546.5,505.0,,,90.2,85.0,32.0,36.2,17,359.9,21.2,2,11564,85.0,416.0,4.0,,,,,344.0,505.0,3854.0,29.0
54,47,48.2,-5.8,1.2,5,Davante Adams,WR,22,22,WR 22,WR 22,LAR,11,,Starter,Fair,204.0,12.0,209.8,12.34,137.3,193.0,11.35,16.8,11.1,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #7, rush volume #14",7,14,0.568,,,121.3,,0.0,,14.5,19.4,14,222.9,15.9,9,2133,,,,63.0,,795.0,8.0,,,,
89,147,50.1,-38.9,-96.9,5,Luther Burden,WR,38,23,WR 23,WR 38,CHI,10,Ques,Depth,Depth,179.6,10.6,150.3,8.84,116.1,209.0,12.29,-58.7,13.1,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #13, rush volume #6",13,6,0.555,,,84.8,,4.8,10.0,-1.7,-23.0,15,127.9,8.5,48,12519,10.0,61.0,,72.0,,889.0,7.0,,,,
114,171,51.4,-62.6,-119.6,5,David Montgomery,RB,31,21,RB 21,RB 31,HOU,8,,Depth,Depth,162.6,9.6,139.3,8.19,110.0,206.0,12.12,-66.7,13.4,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #9, rush volume #17",9,17,0.573,,,30.2,,131.6,236.0,-11.8,-32.9,17,166.9,9.8,27,5892,236.0,986.0,8.0,32.0,,235.0,1.0,,,,
69,49,52.2,-16.8,3.2,5,TreVeyon Henderson,RB,23,22,RB 22,RB 23,NE,11,,Starter,Pricey,187.5,11.0,204.0,12.0,163.3,171.0,10.06,33.0,13.6,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #27, rush volume #12",27,12,0.551,,,50.5,,203.7,170.0,7.9,18.3,17,206.2,12.1,21,12529,170.0,760.0,5.0,35.0,,260.0,1.0,,,,
51,50,53.2,2.2,3.2,5,Quinshon Judkins,RB,22,23,RB 23,RB 22,CLE,11,Ques,Starter,Fair,200.0,11.8,204.0,12.0,154.2,196.0,11.53,8.0,12.9,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #4, rush volume #26",4,26,0.596,,,45.1,,222.9,244.0,17.0,17.4,14,169.8,12.1,26,12512,244.0,1012.0,6.0,32.0,,228.0,1.0,,,,
82,95,54.0,-28.0,-41.0,5,Joe Burrow,QB,12,4,QB 4,QB 12,CIN,6,,Starter,Pricey,290.1,17.1,274.2,16.13,199.5,306.0,18.0,-31.8,12.4,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #1, rush volume #31",1,31,0.625,578.2,549.0,,,35.1,46.0,2.8,-5.8,8,139.4,17.4,29,6770,46.0,138.0,2.0,,,,,377.0,549.0,4008.0,33.0
39,37,55.1,16.1,18.1,5,D'Andre Swift,RB,17,24,RB 24,RB 17,CHI,10,,Starter,Target,215.2,12.7,219.1,12.89,168.3,208.0,12.24,11.1,13.1,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #13, rush volume #6",13,6,0.555,,,49.4,,232.6,217.0,29.0,29.3,16,228.6,14.3,15,6790,217.0,978.0,7.0,37.0,,272.0,1.0,,,,
73,93,55.9,-17.1,-37.1,5,Terry McLaurin,WR,29,24,WR 24,WR 29,WAS,7,,Starter,Pricey,193.1,11.4,172.2,10.13,105.1,214.0,12.59,-41.8,10.4,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #29, rush volume #8",29,8,0.542,,,96.4,,0.4,1.0,6.9,-4.8,10,114.2,11.4,56,5927,1.0,7.0,,74.0,,1031.0,6.0,,,,
37,28,57.3,20.3,29.3,5,Jameson Williams,WR,17,25,WR 25,WR 17,DET,6,,Strong starter,Target,217.4,12.8,223.5,13.15,190.4,206.0,12.12,17.5,14.5,High,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #10, rush volume #7",10,7,0.562,,,116.9,,5.5,8.0,30.4,37.0,17,219.9,12.9,12,8148,8.0,44.0,,60.0,,998.0,7.0,,,,
145,186,58.5,-86.5,-127.5,5,DJ Moore,WR,54,26,WR 26,WR 54,BUF,7,,Depth,Depth,152.1,8.9,137.5,8.09,121.1,179.0,10.53,-41.5,15.0,High,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #28, rush volume #3",28,3,0.52,,,82.7,,8.4,5.0,-26.2,-37.6,17,170.2,10.0,35,4983,5.0,29.0,,63.0,,851.0,5.0,,,,
80,123,59.5,-20.5,-63.5,5,Mike Evans,WR,32,27,WR 27,WR 32,SF,8,Ques,Starter,Pricey,188.3,11.1,154.7,9.1,88.1,222.0,13.06,-67.3,9.7,Medium,veteran,"Veteran model: 2025 form, prior-year trend and new team pass/run forecast; team pass volume #16, rush volume #9",16,9,0.551,,,91.9,,0.0,,3.7,-14.5,8,84.8,10.6,75,2216,,,,70.0,,1022.0,8.0,,,,
48,79,60.1,12.1,-18.9,6,Sam LaPorta,TE,6,5,TE 5,TE 6,DET,6,Ques,Strong starter,Value,179.8,10.6,162.6,9.56,129.6,197.0,11.59,-34.4,13.6,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #10, rush volume #7",10,7,0.562,,,91.2,,0.5,1.0,21.3,3.0,9,106.9,11.9,27,10859,1.0,3.0,,76.0,,842.0,6.0,,,,
127,181,61.1,-65.9,-119.9,6,Bhayshul Tuten,RB,36,25,RB 25,RB 36,JAX,7,,Depth,Depth,149.8,8.8,124.6,7.33,80.6,175.0,10.29,-50.4,11.0,Medium,veteran,"Veteran model: 2025 form, prior-year trend and same team pass/run forecast; team pass volume #11, rush volume #15",11,15,0.567,,,31.2,,124.7,184.0,-18.0,-36.6,15,88.6,5.9,53,12490,184.0,794.0,6.0,32.0,,234.0,1.0,,,,
